match_id,season,batsman,team,runs,balls,fours,sixes,strike_rate,dismissed
5,2008,J. Roy,Royal Challengers Bangalore,22,36,0,0,61.11,True
5,2008,S. Samson,Royal Challengers Bangalore,13,17,0,0,76.47,True
5,2008,K. Rahul,Royal Challengers Bangalore,5,9,0,0,55.56,True
5,2008,A. Finch,Royal Challengers Bangalore,27,32,1,0,84.38,True
5,2008,D. Warner,Royal Challengers Bangalore,30,31,0,0,96.77,True
5,2008,F. du Plessis,Royal Challengers Bangalore,2,8,0,0,25.0,True
5,2008,R. Sharma,Royal Challengers Bangalore,3,14,0,0,21.43,True
5,2008,K. Williamson,Royal Challengers Bangalore,11,11,0,0,100.0,True
6,2008,R. Tewatia,Chennai Super Kings,71,82,4,1,86.59,True
6,2008,S. Dhawan,Chennai Super Kings,6,15,0,0,40.0,True
6,2008,R. Pant,Chennai Super Kings,53,53,1,1,100.0,True
6,2008,R. Garg,Chennai Super Kings,8,8,0,0,100.0,True
6,2008,K. Rahul,Chennai Super Kings,6,6,0,0,100.0,False
6,2008,R. Sharma,Chennai Super Kings,11,14,0,0,78.57,True
6,2008,V. Kohli,Chennai Super Kings,5,8,0,0,62.5,True
6,2008,Y. Jaiswal,Chennai Super Kings,0,11,0,0,0.0,False
6,2008,J. Roy,Chennai Super Kings,0,8,0,0,0.0,True
6,2008,R. Sharma,Rajasthan Royals,54,54,3,1,100.0,True
6,2008,J. Roy,Rajasthan Royals,6,14,0,0,42.86,True
6,2008,S. Dhawan,Rajasthan Royals,1,10,0,0,10.0,True
6,2008,F. du Plessis,Rajasthan Royals,34,36,2,0,94.44,True
6,2008,S. Iyer,Rajasthan Royals,9,19,0,0,47.37,False
6,2008,S. Yadav,Rajasthan Royals,11,11,0,0,100.0,False
6,2008,R. Garg,Rajasthan Royals,22,28,1,0,78.57,True
6,2008,V. Kohli,Rajasthan Royals,3,3,0,0,100.0,True
6,2008,D. Warner,Rajasthan Royals,4,10,0,0,40.0,True
6,2008,R. Tewatia,Rajasthan Royals,12,12,0,0,100.0,True
7,2008,Y. Jaiswal,Kolkata Knight Riders,15,15,0,0,100.0,False
7,2008,R. Pant,Kolkata Knight Riders,37,47,1,0,78.72,True
7,2008,D. Warner,Kolkata Knight Riders,0,3,0,0,0.0,True
7,2008,A. Finch,Kolkata Knight Riders,2,7,0,0,28.57,True
7,2008,R. Tewatia,Kolkata Knight Riders,14,16,0,0,87.5,True
7,2008,F. du Plessis,Kolkata Knight Riders,5,12,0,0,41.67,True
7,2008,K. Williamson,Kolkata Knight Riders,0,8,0,0,0.0,False
7,2008,Q. de Kock,Kolkata Knight Riders,10,10,0,0,100.0,True
7,2008,J. Roy,Gujarat Titans,9,9,0,0,100.0,True
7,2008,R. Garg,Gujarat Titans,1,9,0,0,11.11,True
7,2008,F. du Plessis,Gujarat Titans,18,30,0,0,60.0,False
7,2008,V. Kohli,Gujarat Titans,34,34,1,0,100.0,False
7,2008,K. Williamson,Gujarat Titans,6,6,0,0,100.0,True
7,2008,Q. de Kock,Gujarat Titans,10,10,0,0,100.0,True
7,2008,S. Samson,Gujarat Titans,3,3,0,0,100.0,True
8,2008,A. Finch,Gujarat Titans,30,43,1,0,69.77,True
8,2008,Q. de Kock,Gujarat Titans,11,11,0,0,100.0,False
8,2008,S. Samson,Gujarat Titans,5,12,0,0,41.67,True
8,2008,S. Yadav,Gujarat Titans,14,24,0,0,58.33,True
8,2008,V. Kohli,Gujarat Titans,7,7,0,0,100.0,False
8,2008,D. Warner,Gujarat Titans,5,19,0,0,26.32,True
8,2008,Q. de Kock,Delhi Capitals,17,17,1,0,100.0,True
8,2008,A. Finch,Delhi Capitals,20,20,0,0,100.0,True
8,2008,F. du Plessis,Delhi Capitals,42,44,1,0,95.45,True
8,2008,T. Head,Delhi Capitals,18,18,0,0,100.0,True
8,2008,A. Russell,Delhi Capitals,11,23,0,0,47.83,True
8,2008,V. Kohli,Delhi Capitals,28,37,1,0,75.68,True
8,2008,R. Sharma,Delhi Capitals,9,10,0,0,90.0,True
8,2008,S. Samson,Delhi Capitals,13,13,0,0,100.0,True
8,2008,R. Pant,Delhi Capitals,0,8,0,0,0.0,True
9,2008,R. Tewatia,Mumbai Indians,4,5,0,0,80.0,False
9,2008,D. Warner,Mumbai Indians,7,16,0,0,43.75,True
9,2008,T. Head,Mumbai Indians,23,26,1,0,88.46,True
9,2008,V. Kohli,Mumbai Indians,40,40,1,0,100.0,True
9,2008,H. Pandya,Mumbai Indians,21,26,1,0,80.77,True
9,2008,R. Sharma,Mumbai Indians,11,19,0,0,57.89,False
9,2008,A. Finch,Mumbai Indians,29,29,1,0,100.0,True
9,2008,Q. de Kock,Mumbai Indians,12,24,0,0,50.0,True
9,2008,A. Russell,Royal Challengers Bangalore,9,20,0,0,45.0,False
9,2008,R. Sharma,Royal Challengers Bangalore,10,16,0,0,62.5,True
9,2008,S. Dhawan,Royal Challengers Bangalore,26,26,1,0,100.0,True
9,2008,R. Garg,Royal Challengers Bangalore,10,16,0,0,62.5,True
9,2008,D. Warner,Royal Challengers Bangalore,0,1,0,0,0.0,True
9,2008,Q. de Kock,Royal Challengers Bangalore,5,11,0,0,45.45,True
9,2008,A. Finch,Royal Challengers Bangalore,0,3,0,0,0.0,True
9,2008,S. Iyer,Royal Challengers Bangalore,2,9,0,0,22.22,True
9,2008,S. Yadav,Royal Challengers Bangalore,2,7,0,0,28.57,False
9,2008,K. Rahul,Royal Challengers Bangalore,0,9,0,0,0.0,True
10,2008,J. Roy,Kolkata Knight Riders,3,6,0,0,50.0,True
10,2008,R. Tewatia,Kolkata Knight Riders,17,21,1,0,80.95,True
10,2008,R. Garg,Kolkata Knight Riders,2,8,0,0,25.0,True
10,2008,A. Finch,Kolkata Knight Riders,6,19,0,0,31.58,True
10,2008,Q. de Kock,Kolkata Knight Riders,13,17,0,0,76.47,True
10,2008,V. Kohli,Kolkata Knight Riders,6,18,0,0,33.33,False
10,2008,R. Sharma,Kolkata Knight Riders,4,16,0,0,25.0,False
10,2008,R. Pant,Punjab Kings,38,38,2,0,100.0,True
10,2008,A. Russell,Punjab Kings,46,46,2,0,100.0,True
10,2008,J. Roy,Punjab Kings,45,45,1,0,100.0,True
10,2008,K. Rahul,Punjab Kings,0,5,0,0,0.0,True
10,2008,S. Dhawan,Punjab Kings,0,4,0,0,0.0,True
10,2008,R. Tewatia,Punjab Kings,0,1,0,0,0.0,False
10,2008,D. Warner,Punjab Kings,0,12,0,0,0.0,False
10,2008,H. Pandya,Punjab Kings,0,1,0,0,0.0,True
10,2008,R. Sharma,Punjab Kings,0,1,0,0,0.0,False
10,2008,F. du Plessis,Punjab Kings,0,14,0,0,0.0,True
11,2008,A. Finch,Lucknow Super Giants,6,8,0,0,75.0,True
11,2008,K. Williamson,Lucknow Super Giants,4,4,0,0,100.0,False
11,2008,R. Pant,Lucknow Super Giants,34,46,1,0,73.91,False
11,2008,Y. Jaiswal,Lucknow Super Giants,39,49,2,0,79.59,True
11,2008,H. Pandya,Lucknow Super Giants,8,8,0,0,100.0,True
11,2008,R. Garg,Lucknow Super Giants,13,14,0,0,92.86,True
11,2008,V. Kohli,Lucknow Super Giants,15,15,0,0,100.0,True
11,2008,Q. de Kock,Lucknow Super Giants,9,9,0,0,100.0,True
11,2008,S. Iyer,Lucknow Super Giants,9,12,0,0,75.0,True
11,2008,Q. de Kock,Punjab Kings,2,7,0,0,28.57,True
11,2008,K. Williamson,Punjab Kings,2,8,0,0,25.0,True
11,2008,S. Yadav,Punjab Kings,118,118,8,2,100.0,False
11,2008,H. Pandya,Punjab Kings,15,15,0,0,100.0,True
11,2008,Y. Jaiswal,Punjab Kings,0,6,0,0,0.0,False
11,2008,R. Garg,Punjab Kings,0,2,0,0,0.0,True
11,2008,J. Roy,Punjab Kings,0,8,0,0,0.0,True
11,2008,D. Warner,Punjab Kings,0,12,0,0,0.0,False
11,2008,R. Sharma,Punjab Kings,0,2,0,0,0.0,True
11,2008,S. Iyer,Punjab Kings,0,1,0,0,0.0,True
12,2008,J. Roy,Chennai Super Kings,4,6,0,0,66.67,False
12,2008,A. Finch,Chennai Super Kings,5,5,0,0,100.0,True
12,2008,V. Kohli,Chennai Super Kings,1,12,0,0,8.33,True
12,2008,S. Dhawan,Chennai Super Kings,5,13,0,0,38.46,True
12,2008,S. Iyer,Chennai Super Kings,6,17,0,0,35.29,True
12,2008,T. Head,Chennai Super Kings,5,15,0,0,33.33,True
12,2008,A. Russell,Mumbai Indians,20,33,1,0,60.61,False
12,2008,H. Pandya,Mumbai Indians,98,99,5,2,98.99,False
12,2008,D. Warner,Mumbai Indians,14,14,0,0,100.0,False
12,2008,Q. de Kock,Mumbai Indians,16,18,0,0,88.89,False
12,2008,R. Tewatia,Mumbai Indians,1,12,0,0,8.33,True
12,2008,K. Williamson,Mumbai Indians,2,15,0,0,13.33,True
12,2008,J. Roy,Mumbai Indians,21,33,1,0,63.64,True
12,2008,K. Rahul,Mumbai Indians,2,15,0,0,13.33,False
12,2008,S. Iyer,Mumbai Indians,20,28,0,0,71.43,True
13,2008,R. Garg,Delhi Capitals,29,38,1,0,76.32,True
13,2008,R. Tewatia,Delhi Capitals,15,15,0,0,100.0,True
13,2008,F. du Plessis,Delhi Capitals,42,42,1,1,100.0,True
13,2008,S. Yadav,Delhi Capitals,8,10,0,0,80.0,True
13,2008,S. Dhawan,Delhi Capitals,0,6,0,0,0.0,True
13,2008,S. Samson,Delhi Capitals,2,8,0,0,25.0,True
13,2008,T. Head,Mumbai Indians,0,6,0,0,0.0,False
13,2008,D. Warner,Mumbai Indians,2,11,0,0,18.18,False
13,2008,K. Rahul,Mumbai Indians,2,14,0,0,14.29,True
13,2008,S. Samson,Mumbai Indians,26,35,1,0,74.29,True
13,2008,Y. Jaiswal,Mumbai Indians,0,9,0,0,0.0,False
13,2008,S. Dhawan,Mumbai Indians,3,17,0,0,17.65,True
13,2008,K. Williamson,Mumbai Indians,2,14,0,0,14.29,True
13,2008,V. Kohli,Mumbai Indians,5,13,0,0,38.46,True
14,2008,R. Garg,Mumbai Indians,27,35,1,0,77.14,True
14,2008,Q. de Kock,Mumbai Indians,7,19,0,0,36.84,True
14,2008,S. Yadav,Mumbai Indians,53,59,1,0,89.83,True
14,2008,F. du Plessis,Mumbai Indians,24,27,1,0,88.89,True
14,2008,A. Russell,Mumbai Indians,17,17,1,0,100.0,True
14,2008,V. Kohli,Mumbai Indians,1,4,0,0,25.0,False
14,2008,H. Pandya,Mumbai Indians,1,2,0,0,50.0,True
14,2008,R. Garg,Delhi Capitals,3,5,0,0,60.0,False
14,2008,J. Roy,Delhi Capitals,4,11,0,0,36.36,True
14,2008,A. Finch,Delhi Capitals,43,57,1,0,75.44,True
14,2008,S. Samson,Delhi Capitals,10,16,0,0,62.5,True
14,2008,A. Russell,Delhi Capitals,14,19,0,0,73.68,True
14,2008,T. Head,Delhi Capitals,5,6,0,0,83.33,False
14,2008,K. Williamson,Delhi Capitals,4,4,0,0,100.0,True
14,2008,R. Pant,Delhi Capitals,0,4,0,0,0.0,False
14,2008,Q. de Kock,Delhi Capitals,0,11,0,0,0.0,False
15,2008,T. Head,Lucknow Super Giants,13,13,0,0,100.0,True
15,2008,Y. Jaiswal,Lucknow Super Giants,47,60,3,0,78.33,False
15,2008,S. Yadav,Lucknow Super Giants,12,13,0,0,92.31,True
15,2008,A. Russell,Lucknow Super Giants,1,12,0,0,8.33,True
15,2008,K. Williamson,Lucknow Super Giants,28,28,0,0,100.0,True
15,2008,R. Sharma,Lucknow Super Giants,7,8,0,0,87.5,True
15,2008,D. Warner,Lucknow Super Giants,11,20,0,0,55.0,True
15,2008,A. Finch,Lucknow Super Giants,2,13,0,0,15.38,True
15,2008,Q. de Kock,Chennai Super Kings,11,11,0,0,100.0,True
15,2008,J. Roy,Chennai Super Kings,67,74,2,0,90.54,False
15,2008,K. Rahul,Chennai Super Kings,5,5,0,0,100.0,True
15,2008,S. Dhawan,Chennai Super Kings,0,7,0,0,0.0,True
15,2008,V. Kohli,Chennai Super Kings,0,3,0,0,0.0,True
15,2008,D. Warner,Chennai Super Kings,0,9,0,0,0.0,True
16,2008,H. Pandya,Chennai Super Kings,10,10,0,0,100.0,True
16,2008,A. Russell,Chennai Super Kings,6,6,0,0,100.0,True
16,2008,R. Garg,Chennai Super Kings,4,12,0,0,33.33,True
16,2008,J. Roy,Chennai Super Kings,41,52,1,0,78.85,False
16,2008,T. Head,Chennai Super Kings,30,32,1,0,93.75,True
16,2008,R. Tewatia,Chennai Super Kings,13,13,0,0,100.0,True
16,2008,S. Iyer,Chennai Super Kings,10,22,0,0,45.45,False
16,2008,R. Pant,Chennai Super Kings,8,10,0,0,80.0,False
16,2008,R. Sharma,Lucknow Super Giants,83,83,2,2,100.0,True
16,2008,D. Warner,Lucknow Super Giants,16,16,1,0,100.0,True
16,2008,J. Roy,Lucknow Super Giants,0,14,0,0,0.0,True
16,2008,A. Finch,Lucknow Super Giants,0,11,0,0,0.0,True
16,2008,S. Dhawan,Lucknow Super Giants,0,10,0,0,0.0,True
16,2008,S. Iyer,Lucknow Super Giants,0,9,0,0,0.0,False
17,2008,Q. de Kock,Chennai Super Kings,21,21,0,0,100.0,True
17,2008,R. Pant,Chennai Super Kings,49,63,1,0,77.78,True
17,2008,A. Finch,Chennai Super Kings,7,7,0,0,100.0,True
17,2008,F. du Plessis,Chennai Super Kings,57,57,3,1,100.0,True
17,2008,S. Yadav,Chennai Super Kings,68,68,2,1,100.0,True
17,2008,V. Kohli,Chennai Super Kings,21,21,0,0,100.0,True
17,2008,K. Rahul,Chennai Super Kings,6,12,0,0,50.0,True
17,2008,H. Pandya,Punjab Kings,110,110,3,2,100.0,True
17,2008,F. du Plessis,Punjab Kings,23,23,1,0,100.0,True
17,2008,S. Samson,Punjab Kings,9,19,0,0,47.37,True
17,2008,T. Head,Punjab Kings,18,18,1,0,100.0,True
17,2008,S. Dhawan,Punjab Kings,0,13,0,0,0.0,False
17,2008,Y. Jaiswal,Punjab Kings,18,26,0,0,69.23,True
17,2008,R. Pant,Punjab Kings,4,4,0,0,100.0,False
18,2008,J. Roy,Kolkata Knight Riders,66,79,4,1,83.54,True
18,2008,Q. de Kock,Kolkata Knight Riders,28,28,0,0,100.0,False
18,2008,H. Pandya,Kolkata Knight Riders,13,23,0,0,56.52,True
18,2008,Y. Jaiswal,Kolkata Knight Riders,2,16,0,0,12.5,True
18,2008,F. du Plessis,Kolkata Knight Riders,29,36,1,0,80.56,True
18,2008,R. Sharma,Kolkata Knight Riders,0,11,0,0,0.0,True
18,2008,K. Williamson,Kolkata Knight Riders,0,9,0,0,0.0,True
18,2008,V. Kohli,Kolkata Knight Riders,0,10,0,0,0.0,True
18,2008,R. Garg,Kolkata Knight Riders,0,10,0,0,0.0,True
18,2008,K. Rahul,Kolkata Knight Riders,0,10,0,0,0.0,True
18,2008,F. du Plessis,Mumbai Indians,8,9,0,0,88.89,False
18,2008,R. Pant,Mumbai Indians,19,19,1,0,100.0,False
18,2008,A. Finch,Mumbai Indians,36,40,1,0,90.0,True
18,2008,S. Samson,Mumbai Indians,23,23,0,0,100.0,True
18,2008,H. Pandya,Mumbai Indians,4,6,0,0,66.67,True
18,2008,V. Kohli,Mumbai Indians,0,4,0,0,0.0,False
18,2008,S. Iyer,Mumbai Indians,0,8,0,0,0.0,True
18,2008,R. Sharma,Mumbai Indians,0,1,0,0,0.0,True
18,2008,S. Dhawan,Mumbai Indians,0,12,0,0,0.0,True
19,2008,R. Pant,Gujarat Titans,29,40,1,0,72.5,True
19,2008,A. Finch,Gujarat Titans,29,29,1,0,100.0,True
19,2008,Q. de Kock,Gujarat Titans,31,31,1,0,100.0,True
19,2008,S. Yadav,Gujarat Titans,23,34,1,0,67.65,True
19,2008,R. Garg,Gujarat Titans,25,25,1,0,100.0,False
19,2008,H. Pandya,Gujarat Titans,3,6,0,0,50.0,True
19,2008,S. Samson,Gujarat Titans,2,13,0,0,15.38,True
19,2008,R. Tewatia,Gujarat Titans,14,14,0,0,100.0,False
19,2008,S. Iyer,Gujarat Titans,9,9,0,0,100.0,False
19,2008,S. Yadav,Delhi Capitals,25,25,0,0,100.0,True
19,2008,A. Finch,Delhi Capitals,14,28,0,0,50.0,True
19,2008,S. Iyer,Delhi Capitals,6,19,0,0,31.58,False
19,2008,R. Tewatia,Delhi Capitals,39,39,1,1,100.0,True
19,2008,R. Garg,Delhi Capitals,18,18,0,0,100.0,False
19,2008,K. Williamson,Delhi Capitals,2,9,0,0,22.22,True
19,2008,Y. Jaiswal,Delhi Capitals,11,11,0,0,100.0,True
19,2008,A. Russell,Delhi Capitals,5,11,0,0,45.45,True
19,2008,S. Dhawan,Delhi Capitals,5,17,0,0,29.41,True
19,2008,H. Pandya,Delhi Capitals,0,1,0,0,0.0,True
20,2008,D. Warner,Lucknow Super Giants,12,12,0,0,100.0,False
20,2008,S. Iyer,Lucknow Super Giants,13,13,0,0,100.0,True
20,2008,Y. Jaiswal,Lucknow Super Giants,18,20,0,0,90.0,True
20,2008,S. Yadav,Lucknow Super Giants,3,10,0,0,30.0,True
20,2008,K. Williamson,Lucknow Super Giants,5,10,0,0,50.0,True
20,2008,K. Rahul,Lucknow Super Giants,11,11,0,0,100.0,False
20,2008,Y. Jaiswal,Rajasthan Royals,11,18,0,0,61.11,True
20,2008,H. Pandya,Rajasthan Royals,32,32,1,1,100.0,True
20,2008,R. Tewatia,Rajasthan Royals,13,24,0,0,54.17,True
20,2008,F. du Plessis,Rajasthan Royals,22,22,1,0,100.0,False
20,2008,Q. de Kock,Rajasthan Royals,21,23,0,0,91.3,True
20,2008,K. Williamson,Rajasthan Royals,14,14,0,0,100.0,True
20,2008,K. Rahul,Rajasthan Royals,0,10,0,0,0.0,True
20,2008,T. Head,Rajasthan Royals,21,21,0,0,100.0,False
20,2008,V. Kohli,Rajasthan Royals,0,7,0,0,0.0,True
20,2008,S. Samson,Rajasthan Royals,0,2,0,0,0.0,True
21,2008,V. Kohli,Punjab Kings,36,36,2,0,100.0,True
21,2008,R. Sharma,Punjab Kings,9,15,0,0,60.0,False
21,2008,F. du Plessis,Punjab Kings,1,13,0,0,7.69,True
21,2008,A. Russell,Punjab Kings,4,12,0,0,33.33,True
21,2008,K. Rahul,Punjab Kings,36,49,1,0,73.47,True
21,2008,Y. Jaiswal,Punjab Kings,4,8,0,0,50.0,True
21,2008,S. Samson,Punjab Kings,15,24,0,0,62.5,False
21,2008,D. Warner,Punjab Kings,9,11,0,0,81.82,True
21,2008,F. du Plessis,Kolkata Knight Riders,20,22,1,0,90.91,False
21,2008,R. Sharma,Kolkata Knight Riders,63,63,3,1,100.0,True
21,2008,J. Roy,Kolkata Knight Riders,13,13,0,0,100.0,True
21,2008,R. Tewatia,Kolkata Knight Riders,12,13,0,0,92.31,False
21,2008,T. Head,Kolkata Knight Riders,9,20,0,0,45.0,True
21,2008,K. Rahul,Kolkata Knight Riders,8,9,0,0,88.89,True
22,2008,T. Head,Rajasthan Royals,14,14,0,0,100.0,True
22,2008,V. Kohli,Rajasthan Royals,141,141,10,3,100.0,False
22,2008,Q. de Kock,Rajasthan Royals,4,9,0,0,44.44,True
22,2008,Y. Jaiswal,Rajasthan Royals,46,60,2,0,76.67,False
22,2008,D. Warner,Rajasthan Royals,0,5,0,0,0.0,False
22,2008,S. Samson,Rajasthan Royals,0,9,0,0,0.0,True
22,2008,R. Garg,Rajasthan Royals,0,4,0,0,0.0,True
22,2008,Q. de Kock,Royal Challengers Bangalore,10,10,0,0,100.0,True
22,2008,A. Finch,Royal Challengers Bangalore,10,16,0,0,62.5,True
22,2008,S. Iyer,Royal Challengers Bangalore,75,85,4,1,88.24,False
22,2008,R. Sharma,Royal Challengers Bangalore,16,27,0,0,59.26,False
22,2008,Y. Jaiswal,Royal Challengers Bangalore,4,12,0,0,33.33,True
22,2008,D. Warner,Royal Challengers Bangalore,1,15,0,0,6.67,True
22,2008,K. Williamson,Royal Challengers Bangalore,20,31,1,0,64.52,True
22,2008,H. Pandya,Royal Challengers Bangalore,6,10,0,0,60.0,False
22,2008,R. Garg,Royal Challengers Bangalore,0,5,0,0,0.0,False
23,2008,A. Russell,Delhi Capitals,25,25,1,0,100.0,True
23,2008,V. Kohli,Delhi Capitals,39,43,1,0,90.7,True
23,2008,A. Finch,Delhi Capitals,158,162,8,4,97.53,True
23,2008,K. Williamson,Delhi Capitals,0,2,0,0,0.0,True
23,2008,Y. Jaiswal,Delhi Capitals,0,7,0,0,0.0,True
23,2008,R. Garg,Delhi Capitals,0,4,0,0,0.0,True
23,2008,Q. de Kock,Delhi Capitals,0,12,0,0,0.0,False
23,2008,S. Yadav,Delhi Capitals,0,9,0,0,0.0,True
23,2008,S. Dhawan,Delhi Capitals,0,9,0,0,0.0,True
23,2008,S. Samson,Delhi Capitals,0,1,0,0,0.0,True
23,2008,K. Williamson,Royal Challengers Bangalore,11,23,0,0,47.83,True
23,2008,R. Garg,Royal Challengers Bangalore,42,42,2,1,100.0,True
23,2008,T. Head,Royal Challengers Bangalore,11,20,0,0,55.0,True
23,2008,S. Iyer,Royal Challengers Bangalore,49,49,1,1,100.0,True
23,2008,V. Kohli,Royal Challengers Bangalore,18,25,0,0,72.0,False
23,2008,F. du Plessis,Royal Challengers Bangalore,28,40,1,0,70.0,True
23,2008,A. Russell,Royal Challengers Bangalore,24,34,1,0,70.59,True
23,2008,R. Tewatia,Royal Challengers Bangalore,16,28,0,0,57.14,True
23,2008,H. Pandya,Royal Challengers Bangalore,27,29,1,0,93.1,True
23,2008,S. Samson,Royal Challengers Bangalore,0,5,0,0,0.0,True
24,2008,T. Head,Mumbai Indians,13,16,0,0,81.25,True
24,2008,H. Pandya,Mumbai Indians,1,11,0,0,9.09,True
24,2008,S. Yadav,Mumbai Indians,4,4,0,0,100.0,True
24,2008,A. Russell,Mumbai Indians,1,8,0,0,12.5,True
24,2008,Y. Jaiswal,Mumbai Indians,1,7,0,0,14.29,True
24,2008,S. Iyer,Mumbai Indians,10,10,0,0,100.0,False
24,2008,Q. de Kock,Mumbai Indians,41,46,2,1,89.13,True
24,2008,R. Tewatia,Mumbai Indians,13,13,0,0,100.0,True
24,2008,K. Rahul,Mumbai Indians,6,16,0,0,37.5,True
24,2008,Y. Jaiswal,Lucknow Super Giants,22,22,0,0,100.0,True
24,2008,H. Pandya,Lucknow Super Giants,0,5,0,0,0.0,True
24,2008,S. Yadav,Lucknow Super Giants,36,36,2,0,100.0,False
24,2008,V. Kohli,Lucknow Super Giants,8,16,0,0,50.0,False
