match_id,season,bowler,team,overs,wickets,runs_given,economy
6,2008,D. Kuldekar,Rajasthan Royals,3.2,4,23,7.19
7,2008,J. Bumrah,Kolkata Knight Riders,1.3,3,9,6.92
7,2008,K. Rabada,Kolkata Knight Riders,1.1,1,12,10.91
7,2008,D. Kuldekar,Kolkata Knight Riders,3.9,0,43,11.03
7,2008,A. Mishra,Kolkata Knight Riders,1.4,2,8,5.71
7,2008,A. Nortje,Kolkata Knight Riders,2.2,2,14,6.36
7,2008,D. Chahar,Kolkata Knight Riders,2.8,2,20,7.14
7,2008,Y. Chahal,Gujarat Titans,3.2,0,33,10.31
7,2008,J. Bumrah,Gujarat Titans,1.7,2,19,11.18
7,2008,T. Natarajan,Gujarat Titans,1.2,2,7,5.83
7,2008,S. Nadeem,Gujarat Titans,1.5,2,10,6.67
7,2008,W. Sundar,Gujarat Titans,2.3,0,21,9.13
8,2008,Y. Chahal,Gujarat Titans,1.6,0,10,6.25
8,2008,J. Bumrah,Gujarat Titans,1.9,2,19,10.0
8,2008,S. Nadeem,Gujarat Titans,2.3,0,14,6.09
8,2008,D. Chahar,Gujarat Titans,1.7,0,20,11.76
8,2008,D. Kuldekar,Gujarat Titans,1.4,2,11,7.86
8,2008,K. Yadav,Delhi Capitals,1.8,0,15,8.33
8,2008,D. Kuldekar,Delhi Capitals,3.6,2,41,11.39
8,2008,W. Sundar,Delhi Capitals,3.0,0,26,8.67
8,2008,J. Hazlewood,Delhi Capitals,1.1,4,11,10.0
8,2008,H. Rauf,Delhi Capitals,1.0,4,8,8.0
9,2008,M. Shami,Mumbai Indians,3.3,0,24,7.27
9,2008,P. Chawla,Mumbai Indians,1.4,3,12,8.57
9,2008,R. Ashwin,Mumbai Indians,3.5,0,33,9.43
9,2008,J. Hazlewood,Mumbai Indians,2.4,4,25,10.42
9,2008,A. Nortje,Mumbai Indians,3.8,1,41,10.79
9,2008,M. Shami,Royal Challengers Bangalore,2.1,1,17,8.1
9,2008,M. Markande,Royal Challengers Bangalore,2.7,1,18,6.67
9,2008,D. Kuldekar,Royal Challengers Bangalore,3.1,1,30,9.68
9,2008,Y. Chahal,Royal Challengers Bangalore,1.2,0,9,7.5
9,2008,H. Rauf,Royal Challengers Bangalore,3.7,0,38,10.27
9,2008,A. Nortje,Royal Challengers Bangalore,1.5,1,11,7.33
10,2008,T. Natarajan,Kolkata Knight Riders,2.6,3,26,10.0
10,2008,K. Yadav,Kolkata Knight Riders,3.3,0,19,5.76
10,2008,D. Chahar,Kolkata Knight Riders,2.3,0,19,8.26
10,2008,M. Pathirana,Kolkata Knight Riders,2.9,1,29,10.0
10,2008,J. Hazlewood,Kolkata Knight Riders,1.4,0,14,10.0
10,2008,P. Chawla,Kolkata Knight Riders,1.6,0,16,10.0
10,2008,T. Natarajan,Punjab Kings,1.0,1,8,8.0
10,2008,J. Hazlewood,Punjab Kings,3.1,0,26,8.39
10,2008,B. Kumar,Punjab Kings,3.9,3,40,10.26
10,2008,R. Ashwin,Punjab Kings,3.9,0,29,7.44
11,2008,J. Bumrah,Lucknow Super Giants,2.7,0,31,11.48
11,2008,T. Natarajan,Lucknow Super Giants,2.6,0,19,7.31
11,2008,R. Ashwin,Lucknow Super Giants,1.4,1,13,9.29
11,2008,M. Shami,Lucknow Super Giants,2.7,2,17,6.3
11,2008,W. Sundar,Lucknow Super Giants,1.1,2,7,6.36
11,2008,D. Chahar,Lucknow Super Giants,1.4,1,11,7.86
11,2008,K. Rabada,Punjab Kings,2.6,1,29,11.15
11,2008,W. Sundar,Punjab Kings,1.7,2,18,10.59
11,2008,M. Markande,Punjab Kings,3.2,2,30,9.38
11,2008,A. Nortje,Punjab Kings,1.1,1,12,10.91
11,2008,T. Boult,Punjab Kings,1.8,2,12,6.67
12,2008,J. Bumrah,Chennai Super Kings,1.4,1,13,9.29
12,2008,B. Kumar,Chennai Super Kings,2.2,3,21,9.55
12,2008,W. Sundar,Chennai Super Kings,2.2,0,16,7.27
12,2008,T. Natarajan,Chennai Super Kings,2.0,0,15,7.5
12,2008,H. Rauf,Chennai Super Kings,1.3,1,11,8.46
12,2008,J. Hazlewood,Mumbai Indians,1.3,0,15,11.54
12,2008,R. Ashwin,Mumbai Indians,2.0,0,23,11.5
12,2008,S. Nadeem,Mumbai Indians,2.4,0,22,9.17
12,2008,T. Boult,Mumbai Indians,3.2,1,31,9.69
12,2008,Y. Chahal,Mumbai Indians,2.5,0,16,6.4
12,2008,D. Kuldekar,Mumbai Indians,1.0,1,8,8.0
13,2008,H. Rauf,Delhi Capitals,2.5,1,27,10.8
13,2008,T. Natarajan,Delhi Capitals,3.5,2,41,11.71
13,2008,M. Markande,Delhi Capitals,2.0,2,16,8.0
13,2008,J. Bumrah,Delhi Capitals,3.7,1,30,8.11
13,2008,K. Yadav,Delhi Capitals,1.0,1,8,8.0
13,2008,P. Chawla,Mumbai Indians,3.2,4,29,9.06
13,2008,D. Chahar,Mumbai Indians,2.2,1,13,5.91
13,2008,A. Mishra,Mumbai Indians,2.5,1,23,9.2
13,2008,K. Rabada,Mumbai Indians,2.1,4,22,10.48
13,2008,T. Natarajan,Mumbai Indians,3.5,0,23,6.57
14,2008,A. Mishra,Mumbai Indians,3.1,3,30,9.68
14,2008,Y. Chahal,Mumbai Indians,2.7,1,26,9.63
14,2008,T. Natarajan,Mumbai Indians,3.7,0,42,11.35
14,2008,W. Sundar,Mumbai Indians,3.6,1,22,6.11
14,2008,J. Hazlewood,Delhi Capitals,2.4,2,21,8.75
14,2008,B. Kumar,Delhi Capitals,3.4,0,39,11.47
14,2008,D. Kuldekar,Delhi Capitals,3.9,1,38,9.74
14,2008,R. Ashwin,Delhi Capitals,2.7,1,19,7.04
15,2008,A. Nortje,Lucknow Super Giants,3.2,1,31,9.69
15,2008,R. Ashwin,Lucknow Super Giants,3.5,2,32,9.14
15,2008,T. Boult,Lucknow Super Giants,3.8,5,36,9.47
15,2008,M. Markande,Lucknow Super Giants,1.3,0,13,10.0
15,2008,H. Rauf,Lucknow Super Giants,2.3,1,14,6.09
15,2008,J. Bumrah,Lucknow Super Giants,4.0,1,42,10.5
15,2008,B. Kumar,Chennai Super Kings,3.7,0,29,7.84
15,2008,J. Hazlewood,Chennai Super Kings,3.8,0,36,9.47
15,2008,K. Rabada,Chennai Super Kings,1.8,3,10,5.56
15,2008,D. Chahar,Chennai Super Kings,2.3,3,22,9.57
16,2008,T. Natarajan,Chennai Super Kings,1.2,1,12,10.0
16,2008,B. Kumar,Chennai Super Kings,2.3,0,16,6.96
16,2008,S. Nadeem,Chennai Super Kings,1.2,0,11,9.17
16,2008,W. Sundar,Chennai Super Kings,1.9,2,16,8.42
16,2008,A. Nortje,Chennai Super Kings,2.3,0,24,10.43
16,2008,P. Chawla,Lucknow Super Giants,3.8,2,44,11.58
16,2008,K. Yadav,Lucknow Super Giants,1.5,0,12,8.0
16,2008,M. Shami,Lucknow Super Giants,4.0,1,39,9.75
16,2008,M. Pathirana,Lucknow Super Giants,2.6,3,29,11.15
17,2008,W. Sundar,Chennai Super Kings,1.0,3,8,8.0
17,2008,T. Natarajan,Chennai Super Kings,2.7,0,21,7.78
17,2008,Y. Chahal,Chennai Super Kings,3.2,0,22,6.88
17,2008,P. Chawla,Chennai Super Kings,1.1,1,7,6.36
17,2008,J. Hazlewood,Punjab Kings,2.6,1,24,9.23
17,2008,M. Pathirana,Punjab Kings,1.5,1,9,6.0
17,2008,B. Kumar,Punjab Kings,3.3,0,38,11.52
17,2008,A. Nortje,Punjab Kings,2.1,0,25,11.9
18,2008,M. Pathirana,Kolkata Knight Riders,4.0,2,24,6.0
18,2008,M. Markande,Kolkata Knight Riders,1.6,3,18,11.25
18,2008,P. Chawla,Kolkata Knight Riders,2.6,1,25,9.62
18,2008,R. Ashwin,Kolkata Knight Riders,3.7,1,36,9.73
18,2008,A. Nortje,Kolkata Knight Riders,1.7,1,11,6.47
18,2008,T. Boult,Kolkata Knight Riders,1.1,1,11,10.0
18,2008,T. Boult,Mumbai Indians,3.5,1,35,10.0
18,2008,S. Nadeem,Mumbai Indians,2.7,2,23,8.52
18,2008,M. Shami,Mumbai Indians,2.0,1,16,8.0
18,2008,K. Rabada,Mumbai Indians,2.4,1,21,8.75
19,2008,A. Nortje,Gujarat Titans,3.2,1,22,6.88
19,2008,W. Sundar,Gujarat Titans,1.0,0,6,6.0
19,2008,J. Bumrah,Gujarat Titans,1.5,2,17,11.33
19,2008,H. Rauf,Gujarat Titans,3.9,0,25,6.41
19,2008,H. Rauf,Delhi Capitals,1.4,0,13,9.29
19,2008,K. Rabada,Delhi Capitals,2.2,4,16,7.27
19,2008,T. Natarajan,Delhi Capitals,2.4,0,16,6.67
19,2008,K. Yadav,Delhi Capitals,2.6,1,27,10.38
19,2008,J. Hazlewood,Delhi Capitals,1.7,0,12,7.06
19,2008,M. Markande,Delhi Capitals,3.0,1,24,8.0
20,2008,S. Nadeem,Lucknow Super Giants,2.2,1,21,9.55
20,2008,R. Ashwin,Lucknow Super Giants,2.4,1,18,7.5
20,2008,H. Rauf,Lucknow Super Giants,1.1,0,12,10.91
20,2008,P. Chawla,Lucknow Super Giants,2.0,3,17,8.5
20,2008,W. Sundar,Lucknow Super Giants,3.5,0,39,11.14
20,2008,T. Natarajan,Lucknow Super Giants,3.8,4,29,7.63
20,2008,K. Rabada,Rajasthan Royals,2.3,0,19,8.26
20,2008,H. Rauf,Rajasthan Royals,1.1,0,8,7.27
20,2008,J. Bumrah,Rajasthan Royals,2.7,1,23,8.52
20,2008,B. Kumar,Rajasthan Royals,1.3,2,14,10.77
20,2008,K. Yadav,Rajasthan Royals,2.7,1,29,10.74
21,2008,A. Nortje,Punjab Kings,3.9,0,41,10.51
21,2008,T. Boult,Punjab Kings,2.9,0,30,10.34
21,2008,P. Chawla,Punjab Kings,1.6,0,18,11.25
21,2008,J. Hazlewood,Punjab Kings,2.2,2,18,8.18
21,2008,J. Bumrah,Punjab Kings,1.6,0,13,8.12
21,2008,M. Markande,Punjab Kings,2.1,0,17,8.1
21,2008,T. Boult,Kolkata Knight Riders,2.6,0,30,11.54
21,2008,P. Chawla,Kolkata Knight Riders,2.0,2,14,7.0
21,2008,M. Shami,Kolkata Knight Riders,2.2,1,22,10.0
21,2008,T. Natarajan,Kolkata Knight Riders,3.6,2,29,8.06
21,2008,M. Markande,Kolkata Knight Riders,2.2,1,19,8.64
21,2008,J. Hazlewood,Kolkata Knight Riders,1.7,1,15,8.82
22,2008,A. Nortje,Rajasthan Royals,3.8,5,35,9.21
22,2008,K. Yadav,Rajasthan Royals,2.8,1,29,10.36
22,2008,D. Kuldekar,Rajasthan Royals,3.2,0,20,6.25
22,2008,T. Natarajan,Rajasthan Royals,2.9,0,28,9.66
22,2008,M. Shami,Rajasthan Royals,3.4,1,27,7.94
22,2008,T. Natarajan,Royal Challengers Bangalore,1.2,3,14,11.67
22,2008,D. Kuldekar,Royal Challengers Bangalore,2.1,2,23,10.95
22,2008,Y. Chahal,Royal Challengers Bangalore,3.5,1,30,8.57
22,2008,R. Ashwin,Royal Challengers Bangalore,2.0,0,23,11.5
22,2008,T. Boult,Royal Challengers Bangalore,1.2,0,10,8.33
22,2008,H. Rauf,Royal Challengers Bangalore,1.3,2,7,5.38
23,2008,P. Chawla,Delhi Capitals,1.5,0,13,8.67
23,2008,K. Yadav,Delhi Capitals,3.4,0,35,10.29
23,2008,M. Pathirana,Delhi Capitals,2.5,0,26,10.4
23,2008,D. Kuldekar,Delhi Capitals,2.4,1,17,7.08
23,2008,P. Chawla,Royal Challengers Bangalore,2.5,1,27,10.8
23,2008,S. Nadeem,Royal Challengers Bangalore,1.1,1,10,9.09
23,2008,H. Rauf,Royal Challengers Bangalore,1.7,0,14,8.24
23,2008,A. Nortje,Royal Challengers Bangalore,3.4,1,23,6.76
23,2008,M. Shami,Royal Challengers Bangalore,2.2,0,14,6.36
23,2008,B. Kumar,Royal Challengers Bangalore,1.6,2,15,9.38
24,2008,B. Kumar,Mumbai Indians,2.5,1,27,10.8
24,2008,M. Markande,Mumbai Indians,1.1,3,9,8.18
24,2008,T. Natarajan,Mumbai Indians,2.6,1,27,10.38
24,2008,P. Chawla,Mumbai Indians,3.0,2,35,11.67
24,2008,H. Rauf,Mumbai Indians,3.3,2,22,6.67
24,2008,T. Boult,Mumbai Indians,2.1,1,16,7.62
24,2008,T. Boult,Lucknow Super Giants,2.0,2,19,9.5
24,2008,A. Nortje,Lucknow Super Giants,1.9,0,21,11.05
24,2008,W. Sundar,Lucknow Super Giants,2.8,3,29,10.36
24,2008,K. Yadav,Lucknow Super Giants,2.2,3,14,6.36
25,2008,A. Mishra,Rajasthan Royals,4.0,0,36,9.0
25,2008,K. Yadav,Rajasthan Royals,3.2,0,21,6.56
25,2008,P. Chawla,Rajasthan Royals,2.8,1,22,7.86
25,2008,M. Markande,Rajasthan Royals,1.8,2,21,11.67
25,2008,H. Rauf,Royal Challengers Bangalore,3.7,3,34,9.19
25,2008,T. Natarajan,Royal Challengers Bangalore,1.6,1,19,11.88
25,2008,Y. Chahal,Royal Challengers Bangalore,2.9,4,31,10.69
25,2008,M. Shami,Royal Challengers Bangalore,3.8,0,39,10.26
25,2008,R. Ashwin,Royal Challengers Bangalore,2.2,1,20,9.09
25,2008,M. Markande,Royal Challengers Bangalore,2.5,1,29,11.6
26,2008,M. Shami,Kolkata Knight Riders,1.3,0,11,8.46
26,2008,S. Nadeem,Kolkata Knight Riders,3.7,0,28,7.57
26,2008,T. Boult,Kolkata Knight Riders,3.6,0,39,10.83
26,2008,D. Kuldekar,Kolkata Knight Riders,2.8,0,31,11.07
26,2008,B. Kumar,Kolkata Knight Riders,2.5,0,26,10.4
26,2008,W. Sundar,Lucknow Super Giants,1.9,0,20,10.53
26,2008,P. Chawla,Lucknow Super Giants,3.0,2,21,7.0
26,2008,M. Pathirana,Lucknow Super Giants,2.0,2,23,11.5
26,2008,M. Shami,Lucknow Super Giants,2.9,0,31,10.69
26,2008,K. Yadav,Lucknow Super Giants,3.9,2,41,10.51
27,2008,B. Kumar,Royal Challengers Bangalore,3.4,2,28,8.24
27,2008,R. Ashwin,Royal Challengers Bangalore,3.6,0,35,9.72
27,2008,H. Rauf,Royal Challengers Bangalore,2.0,2,16,8.0
27,2008,P. Chawla,Royal Challengers Bangalore,3.8,2,38,10.0
27,2008,K. Rabada,Royal Challengers Bangalore,1.4,2,14,10.0
27,2008,M. Pathirana,Lucknow Super Giants,1.6,2,16,10.0
27,2008,H. Rauf,Lucknow Super Giants,3.0,0,22,7.33
27,2008,K. Rabada,Lucknow Super Giants,3.7,1,36,9.73
27,2008,T. Natarajan,Lucknow Super Giants,1.1,1,7,6.36
28,2008,M. Markande,Delhi Capitals,4.0,0,40,10.0
28,2008,A. Mishra,Delhi Capitals,1.4,3,14,10.0
28,2008,K. Rabada,Delhi Capitals,2.4,1,17,7.08
28,2008,W. Sundar,Delhi Capitals,3.9,1,23,5.9
28,2008,Y. Chahal,Delhi Capitals,2.1,1,17,8.1
28,2008,A. Nortje,Lucknow Super Giants,2.3,0,24,10.43
28,2008,H. Rauf,Lucknow Super Giants,2.8,4,19,6.79
28,2008,W. Sundar,Lucknow Super Giants,3.3,0,37,11.21
28,2008,A. Mishra,Lucknow Super Giants,3.4,1,21,6.18
28,2008,D. Kuldekar,Lucknow Super Giants,3.1,1,33,10.65
28,2008,M. Pathirana,Lucknow Super Giants,3.2,2,22,6.88
29,2008,W. Sundar,Sunrisers Hyderabad,2.4,1,16,6.67
29,2008,B. Kumar,Sunrisers Hyderabad,2.5,1,18,7.2
29,2008,T. Boult,Sunrisers Hyderabad,3.9,0,40,10.26
29,2008,P. Chawla,Sunrisers Hyderabad,1.8,1,19,10.56
29,2008,A. Mishra,Sunrisers Hyderabad,2.9,4,24,8.28
29,2008,T. Boult,Delhi Capitals,3.3,1,28,8.48
29,2008,M. Pathirana,Delhi Capitals,2.0,2,21,10.5
29,2008,D. Chahar,Delhi Capitals,3.3,2,30,9.09
29,2008,K. Yadav,Delhi Capitals,1.2,0,10,8.33
30,2008,T. Natarajan,Royal Challengers Bangalore,3.8,0,38,10.0
30,2008,B. Kumar,Royal Challengers Bangalore,2.9,0,26,8.97
30,2008,M. Pathirana,Royal Challengers Bangalore,2.1,2,24,11.43
30,2008,J. Bumrah,Royal Challengers Bangalore,3.7,1,36,9.73
30,2008,M. Shami,Rajasthan Royals,3.2,1,28,8.75
30,2008,H. Rauf,Rajasthan Royals,2.6,0,15,5.77
30,2008,A. Nortje,Rajasthan Royals,1.2,2,8,6.67
30,2008,J. Hazlewood,Rajasthan Royals,1.2,3,13,10.83
31,2008,H. Rauf,Punjab Kings,1.2,3,8,6.67
31,2008,P. Chawla,Punjab Kings,1.9,1,11,5.79
31,2008,Y. Chahal,Punjab Kings,4.0,1,44,11.0
31,2008,W. Sundar,Punjab Kings,3.7,0,31,8.38
31,2008,M. Shami,Punjab Kings,3.7,1,38,10.27
31,2008,D. Kuldekar,Punjab Kings,2.7,4,17,6.3
31,2008,B. Kumar,Kolkata Knight Riders,1.8,1,18,10.0
31,2008,R. Ashwin,Kolkata Knight Riders,2.0,2,12,6.0
31,2008,M. Markande,Kolkata Knight Riders,1.1,0,12,10.91
31,2008,K. Rabada,Kolkata Knight Riders,2.1,0,20,9.52
31,2008,J. Hazlewood,Kolkata Knight Riders,2.0,0,19,9.5
32,2008,Y. Chahal,Delhi Capitals,3.2,1,33,10.31
32,2008,M. Pathirana,Delhi Capitals,3.4,0,33,9.71
32,2008,K. Yadav,Delhi Capitals,2.7,0,21,7.78
32,2008,T. Natarajan,Delhi Capitals,1.7,1,10,5.88
32,2008,S. Nadeem,Sunrisers Hyderabad,1.8,2,14,7.78
32,2008,H. Rauf,Sunrisers Hyderabad,1.1,0,9,8.18
32,2008,M. Markande,Sunrisers Hyderabad,1.7,4,20,11.76
32,2008,T. Boult,Sunrisers Hyderabad,1.8,4,20,11.11
33,2008,J. Bumrah,Punjab Kings,1.8,2,19,10.56
33,2008,D. Chahar,Punjab Kings,2.5,1,18,7.2
33,2008,B. Kumar,Punjab Kings,1.4,0,14,10.0
33,2008,M. Shami,Punjab Kings,3.7,1,42,11.35
33,2008,P. Chawla,Punjab Kings,1.9,0,15,7.89
33,2008,P. Chawla,Mumbai Indians,2.6,0,22,8.46
33,2008,K. Yadav,Mumbai Indians,3.2,0,35,10.94
33,2008,A. Nortje,Mumbai Indians,1.5,2,15,10.0
33,2008,W. Sundar,Mumbai Indians,2.2,0,14,6.36
33,2008,J. Hazlewood,Mumbai Indians,2.7,3,23,8.52
34,2008,S. Nadeem,Delhi Capitals,2.8,0,29,10.36
34,2008,D. Kuldekar,Delhi Capitals,3.9,1,43,11.03
34,2008,A. Nortje,Delhi Capitals,2.2,0,23,10.45
34,2008,M. Shami,Delhi Capitals,1.1,3,10,9.09
34,2008,Y. Chahal,Sunrisers Hyderabad,2.3,1,25,10.87
34,2008,H. Rauf,Sunrisers Hyderabad,3.2,3,30,9.38
34,2008,A. Mishra,Sunrisers Hyderabad,3.1,1,22,7.1
34,2008,T. Boult,Sunrisers Hyderabad,1.1,0,10,9.09
34,2008,M. Shami,Sunrisers Hyderabad,1.4,0,10,7.14
35,2008,M. Shami,Lucknow Super Giants,3.5,0,41,11.71
35,2008,B. Kumar,Lucknow Super Giants,2.5,1,18,7.2
35,2008,A. Nortje,Lucknow Super Giants,2.3,2,15,6.52
35,2008,T. Natarajan,Lucknow Super Giants,2.8,1,33,11.79
35,2008,B. Kumar,Mumbai Indians,1.4,0,15,10.71
35,2008,M. Pathirana,Mumbai Indians,2.3,0,22,9.57
35,2008,H. Rauf,Mumbai Indians,3.6,1,27,7.5
35,2008,T. Natarajan,Mumbai Indians,1.8,1,18,10.0
36,2008,A. Nortje,Rajasthan Royals,1.6,0,10,6.25
36,2008,A. Mishra,Rajasthan Royals,3.2,1,28,8.75
36,2008,P. Chawla,Rajasthan Royals,1.3,0,13,10.0
36,2008,H. Rauf,Rajasthan Royals,2.2,2,23,10.45
36,2008,T. Natarajan,Gujarat Titans,1.5,0,9,6.0
36,2008,S. Nadeem,Gujarat Titans,2.5,0,24,9.6
36,2008,M. Pathirana,Gujarat Titans,1.7,2,10,5.88
36,2008,W. Sundar,Gujarat Titans,2.0,3,12,6.0
37,2008,M. Shami,Delhi Capitals,2.2,1,15,6.82
37,2008,K. Yadav,Delhi Capitals,1.1,3,12,10.91
37,2008,P. Chawla,Delhi Capitals,3.8,2,42,11.05
37,2008,M. Pathirana,Delhi Capitals,2.0,0,20,10.0
37,2008,J. Hazlewood,Delhi Capitals,2.1,0,20,9.52
37,2008,Y. Chahal,Delhi Capitals,1.4,1,15,10.71
37,2008,W. Sundar,Sunrisers Hyderabad,2.0,2,20,10.0
37,2008,D. Chahar,Sunrisers Hyderabad,2.9,0,22,7.59
37,2008,D. Kuldekar,Sunrisers Hyderabad,3.2,0,32,10.0
37,2008,H. Rauf,Sunrisers Hyderabad,3.7,2,22,5.95
38,2008,A. Mishra,Mumbai Indians,1.1,0,8,7.27
38,2008,Y. Chahal,Mumbai Indians,3.0,1,28,9.33
38,2008,M. Shami,Mumbai Indians,2.3,2,15,6.52
38,2008,D. Kuldekar,Mumbai Indians,2.4,2,20,8.33
38,2008,B. Kumar,Royal Challengers Bangalore,2.3,1,25,10.87
38,2008,A. Mishra,Royal Challengers Bangalore,1.2,0,11,9.17
38,2008,R. Ashwin,Royal Challengers Bangalore,1.2,3,13,10.83
38,2008,P. Chawla,Royal Challengers Bangalore,1.3,1,11,8.46
38,2008,D. Chahar,Royal Challengers Bangalore,2.9,1,17,5.86
39,2008,P. Chawla,Royal Challengers Bangalore,3.4,2,40,11.76
39,2008,R. Ashwin,Royal Challengers Bangalore,1.1,4,12,10.91
39,2008,M. Shami,Royal Challengers Bangalore,1.4,0,8,5.71
39,2008,D. Kuldekar,Royal Challengers Bangalore,1.4,2,11,7.86
39,2008,D. Kuldekar,Rajasthan Royals,4.0,0,33,8.25
39,2008,B. Kumar,Rajasthan Royals,2.0,0,23,11.5
39,2008,S. Nadeem,Rajasthan Royals,3.3,1,20,6.06
39,2008,K. Yadav,Rajasthan Royals,3.5,0,23,6.57
40,2008,S. Nadeem,Delhi Capitals,2.8,4,17,6.07
40,2008,A. Mishra,Delhi Capitals,1.8,0,17,9.44
40,2008,M. Shami,Delhi Capitals,1.5,0,12,8.0
40,2008,J. Bumrah,Delhi Capitals,1.2,0,8,6.67
40,2008,H. Rauf,Delhi Capitals,2.3,5,27,11.74
40,2008,Y. Chahal,Gujarat Titans,2.2,1,22,10.0
40,2008,D. Chahar,Gujarat Titans,3.8,0,28,7.37
40,2008,A. Mishra,Gujarat Titans,3.6,0,31,8.61
40,2008,R. Ashwin,Gujarat Titans,2.9,3,33,11.38
40,2008,T. Natarajan,Gujarat Titans,2.8,1,31,11.07
41,2008,P. Chawla,Chennai Super Kings,3.9,0,36,9.23
41,2008,K. Rabada,Chennai Super Kings,3.5,0,26,7.43
41,2008,M. Pathirana,Chennai Super Kings,3.6,4,36,10.0
41,2008,M. Markande,Chennai Super Kings,2.9,1,30,10.34
41,2008,D. Kuldekar,Chennai Super Kings,3.9,0,30,7.69
41,2008,D. Kuldekar,Royal Challengers Bangalore,1.8,1,20,11.11
41,2008,S. Nadeem,Royal Challengers Bangalore,3.8,2,27,7.11
41,2008,A. Mishra,Royal Challengers Bangalore,1.7,0,12,7.06
41,2008,B. Kumar,Royal Challengers Bangalore,1.7,0,11,6.47
41,2008,D. Chahar,Royal Challengers Bangalore,2.6,0,31,11.92
