restaurant_id,name,city,area,cuisine,price_category,rest_type,avg_cost_two,rating,votes,avg_delivery_time,is_veg,discount_pct,online_order
R00123,Restaurant_123,Lucknow,Anna Nagar,South Indian,Budget,Casual Dining,127,4.4,1503,53,False,50,True
R00124,Restaurant_124,Chennai,Anna Nagar,"Continental, Desserts",Mid-Range,Casual Dining,640,3.7,109,54,False,10,True
R00125,Restaurant_125,Mumbai,Malviya Nagar,"Fast Food, Biryani",Mid-Range,Quick Bites,762,4.1,167,36,True,10,True
R00126,Restaurant_126,Kolkata,Salt Lake,South Indian,Budget,Cloud Kitchen,189,3.3,860,27,False,0,True
R00127,Restaurant_127,Mumbai,Gomti Nagar,"Fast Food, Biryani, Desserts",Budget,Casual Dining,183,3.4,1421,48,False,10,True
R00128,Restaurant_128,Delhi,Gomti Nagar,"Biryani, Continental, South Indian",Mid-Range,Casual Dining,657,3.5,593,31,True,10,True
R00129,Restaurant_129,Pune,Gomti Nagar,Chinese,Mid-Range,Cloud Kitchen,521,4.4,864,47,False,30,True
R00130,Restaurant_130,Jaipur,Koramangala,"Biryani, Fast Food",Budget,Cloud Kitchen,146,3.4,506,62,False,30,True
R00131,Restaurant_131,Chennai,Kothrud,Thai,Premium,Quick Bites,1356,3.9,15,46,True,0,True
R00132,Restaurant_132,Lucknow,Kothrud,North Indian,Premium,Casual Dining,858,4.1,1623,36,False,10,True
R00133,Restaurant_133,Jaipur,Jubilee Hills,North Indian,Mid-Range,Quick Bites,699,3.0,434,43,False,0,False
R00134,Restaurant_134,Bangalore,Anna Nagar,Thai,Budget,Casual Dining,383,3.8,620,38,True,20,True
R00135,Restaurant_135,Chennai,Malviya Nagar,Thai,Premium,Quick Bites,1419,4.6,444,55,True,0,True
R00136,Restaurant_136,Bangalore,Connaught Place,"Continental, Mexican",Mid-Range,Fine Dining,447,3.8,57,64,False,30,False
R00137,Restaurant_137,Chennai,Koramangala,"Italian, North Indian, Chinese",Mid-Range,Quick Bites,676,4.3,376,49,True,50,True
R00138,Restaurant_138,Ahmedabad,Bandra,"South Indian, Mexican, Thai",Budget,Cafe,287,3.2,726,55,False,0,True
R00139,Restaurant_139,Hyderabad,Navrangpura,"Desserts, South Indian",Budget,Dhaba,222,3.5,791,35,False,0,True
R00140,Restaurant_140,Delhi,Koramangala,"Italian, Biryani, North Indian",Mid-Range,Quick Bites,557,3.5,17,38,False,20,True
R00141,Restaurant_141,Kolkata,Bandra,"North Indian, Chinese, South Indian",Mid-Range,Quick Bites,734,3.4,1243,27,True,10,True
R00142,Restaurant_142,Ahmedabad,Malviya Nagar,"Italian, Chinese",Budget,Cloud Kitchen,187,3.6,141,48,False,30,True
R00143,Restaurant_143,Delhi,Malviya Nagar,"Biryani, South Indian",Budget,Fine Dining,316,3.9,1691,63,True,20,False
R00144,Restaurant_144,Pune,Bandra,"Continental, Mexican, Desserts",Mid-Range,Quick Bites,635,4.3,26,60,True,20,True
R00145,Restaurant_145,Jaipur,Malviya Nagar,South Indian,Budget,Casual Dining,363,3.6,315,20,False,0,True
R00146,Restaurant_146,Mumbai,Malviya Nagar,"Continental, Chinese",Premium,Cloud Kitchen,1186,4.0,259,36,False,0,True
R00147,Restaurant_147,Hyderabad,Kothrud,"Biryani, Chinese",Budget,Quick Bites,286,3.4,8,44,False,20,True
R00148,Restaurant_148,Hyderabad,Salt Lake,South Indian,Mid-Range,Casual Dining,458,3.6,1148,48,True,0,True
R00149,Restaurant_149,Lucknow,Koramangala,"North Indian, Mexican",Budget,Casual Dining,158,3.0,1999,27,False,10,True
R00150,Restaurant_150,Mumbai,Gomti Nagar,"South Indian, Biryani, Desserts",Mid-Range,Cloud Kitchen,483,3.4,296,52,False,20,True
R00151,Restaurant_151,Pune,Navrangpura,"North Indian, Chinese",Mid-Range,Quick Bites,492,4.0,138,25,True,20,True
R00152,Restaurant_152,Lucknow,Navrangpura,"Continental, Fast Food",Premium,Cloud Kitchen,1418,4.2,251,35,False,30,True
R00153,Restaurant_153,Hyderabad,Kothrud,"Thai, Fast Food, Continental",Mid-Range,Cloud Kitchen,500,4.1,125,59,False,30,True
R00154,Restaurant_154,Jaipur,Jubilee Hills,Thai,Mid-Range,Casual Dining,493,3.3,486,64,True,20,True
R00155,Restaurant_155,Mumbai,Salt Lake,"Fast Food, Continental",Budget,Dhaba,377,2.9,433,54,True,30,True
R00156,Restaurant_156,Kolkata,Jubilee Hills,"North Indian, Desserts, South Indian",Mid-Range,Quick Bites,791,4.6,175,67,False,0,True
R00157,Restaurant_157,Lucknow,Kothrud,"Fast Food, Continental, South Indian",Mid-Range,Cloud Kitchen,580,3.6,68,60,True,10,True
R00158,Restaurant_158,Jaipur,Connaught Place,"North Indian, South Indian",Budget,Cloud Kitchen,137,3.5,943,42,False,40,False
R00159,Restaurant_159,Jaipur,Jubilee Hills,"Chinese, South Indian",Budget,Casual Dining,301,3.6,156,51,True,0,True
R00160,Restaurant_160,Jaipur,Malviya Nagar,"South Indian, Italian, Thai",Mid-Range,Quick Bites,495,3.1,65,58,False,10,True
R00161,Restaurant_161,Jaipur,Jubilee Hills,South Indian,Mid-Range,Fine Dining,591,3.7,353,51,False,10,True
R00162,Restaurant_162,Bangalore,Connaught Place,"Desserts, Thai",Premium,Casual Dining,992,3.3,184,35,False,0,False
R00163,Restaurant_163,Bangalore,Kothrud,"North Indian, Biryani, South Indian",Premium,Casual Dining,1174,4.6,1182,37,True,0,True
R00164,Restaurant_164,Pune,Jubilee Hills,"Chinese, Desserts, Thai",Budget,Casual Dining,149,3.6,565,21,True,10,False
R00165,Restaurant_165,Chennai,Salt Lake,"Continental, Thai, South Indian",Mid-Range,Dhaba,461,3.7,669,45,False,0,True
R00166,Restaurant_166,Bangalore,Kothrud,"North Indian, Continental",Mid-Range,Quick Bites,629,3.4,176,39,False,20,True
R00167,Restaurant_167,Delhi,Jubilee Hills,"Continental, Italian",Mid-Range,Quick Bites,464,3.7,442,53,False,0,True
R00168,Restaurant_168,Kolkata,Malviya Nagar,Continental,Budget,Cloud Kitchen,275,3.6,344,46,False,0,True
R00169,Restaurant_169,Hyderabad,Navrangpura,Biryani,Mid-Range,Quick Bites,768,3.9,6,52,True,0,True
R00170,Restaurant_170,Delhi,Gomti Nagar,"Continental, Thai, Italian",Premium,Cafe,1186,4.3,479,20,True,50,True
R00171,Restaurant_171,Mumbai,Bandra,Chinese,Mid-Range,Cloud Kitchen,457,4.2,346,69,False,40,True
R00172,Restaurant_172,Chennai,Kothrud,"North Indian, Desserts, South Indian",Premium,Quick Bites,920,4.3,150,57,True,20,True
R00173,Restaurant_173,Delhi,Gomti Nagar,"Fast Food, South Indian, Desserts",Mid-Range,Casual Dining,718,3.8,121,51,False,20,True
R00174,Restaurant_174,Kolkata,Kothrud,South Indian,Budget,Cafe,186,3.6,309,49,False,20,True
R00175,Restaurant_175,Kolkata,Salt Lake,Mexican,Mid-Range,Quick Bites,608,3.5,55,55,True,0,True
R00176,Restaurant_176,Kolkata,Anna Nagar,"South Indian, North Indian, Thai",Mid-Range,Cloud Kitchen,594,3.3,265,61,True,20,True
R00177,Restaurant_177,Mumbai,Malviya Nagar,"Fast Food, Italian",Budget,Cafe,106,3.9,559,22,False,20,True
R00178,Restaurant_178,Chennai,Bandra,Desserts,Mid-Range,Casual Dining,670,3.9,6,65,False,30,False
R00179,Restaurant_179,Ahmedabad,Jubilee Hills,"South Indian, Chinese",Mid-Range,Casual Dining,620,3.8,36,33,False,0,True
R00180,Restaurant_180,Lucknow,Salt Lake,"Fast Food, Biryani, Chinese",Budget,Cloud Kitchen,349,3.3,565,36,True,0,True
R00181,Restaurant_181,Jaipur,Gomti Nagar,"Thai, Mexican, South Indian",Premium,Casual Dining,1066,3.8,188,59,False,40,False
R00182,Restaurant_182,Mumbai,Jubilee Hills,"Desserts, Continental",Mid-Range,Casual Dining,565,3.5,196,64,False,10,True
R00183,Restaurant_183,Kolkata,Anna Nagar,"Chinese, Continental",Budget,Casual Dining,356,3.3,1096,34,False,0,True
R00184,Restaurant_184,Jaipur,Connaught Place,"Italian, North Indian",Mid-Range,Quick Bites,426,3.2,1355,46,False,40,False
R00185,Restaurant_185,Mumbai,Connaught Place,"South Indian, Desserts, North Indian",Budget,Quick Bites,213,3.4,1393,24,False,20,True
R00186,Restaurant_186,Delhi,Bandra,"Biryani, Mexican",Budget,Dhaba,367,3.5,309,57,False,0,True
R00187,Restaurant_187,Kolkata,Bandra,"Mexican, Fast Food",Mid-Range,Dhaba,738,4.3,98,31,True,20,True
R00188,Restaurant_188,Hyderabad,Navrangpura,"Thai, Mexican",Mid-Range,Dhaba,721,4.5,897,21,False,20,True
R00189,Restaurant_189,Chennai,Jubilee Hills,South Indian,Premium,Quick Bites,887,3.9,587,50,False,10,False
R00190,Restaurant_190,Kolkata,Jubilee Hills,Italian,Mid-Range,Casual Dining,689,3.5,316,57,False,0,True
R00191,Restaurant_191,Bangalore,Salt Lake,Fast Food,Budget,Casual Dining,112,3.8,84,57,False,10,True
R00192,Restaurant_192,Mumbai,Kothrud,Chinese,Budget,Casual Dining,205,4.1,67,32,False,40,True
R00193,Restaurant_193,Delhi,Navrangpura,Mexican,Budget,Casual Dining,323,3.6,432,45,False,10,False
R00194,Restaurant_194,Jaipur,Koramangala,South Indian,Mid-Range,Cafe,599,3.3,423,25,False,30,True
R00195,Restaurant_195,Pune,Bandra,"Mexican, Continental",Budget,Quick Bites,226,3.0,154,20,False,0,True
R00196,Restaurant_196,Kolkata,Bandra,"Desserts, Italian",Mid-Range,Cloud Kitchen,645,3.6,359,49,False,30,True
R00197,Restaurant_197,Pune,Malviya Nagar,"Mexican, Thai",Mid-Range,Quick Bites,712,4.1,121,51,True,30,True
R00198,Restaurant_198,Ahmedabad,Connaught Place,"Thai, Mexican, Italian",Mid-Range,Quick Bites,612,4.1,1323,25,False,10,True
R00199,Restaurant_199,Chennai,Jubilee Hills,Italian,Budget,Fine Dining,372,3.3,483,56,False,30,True
R00200,Restaurant_200,Lucknow,Malviya Nagar,Continental,Budget,Casual Dining,309,3.1,1370,27,False,10,True
R00201,Restaurant_201,Ahmedabad,Kothrud,"Mexican, Italian, Thai",Mid-Range,Cloud Kitchen,759,3.6,60,46,True,0,True
R00202,Restaurant_202,Lucknow,Koramangala,"North Indian, Continental, Biryani",Mid-Range,Casual Dining,465,3.5,1408,40,False,30,True
R00203,Restaurant_203,Hyderabad,Gomti Nagar,"Chinese, South Indian",Mid-Range,Cafe,763,4.0,860,41,False,20,True
R00204,Restaurant_204,Jaipur,Salt Lake,Fast Food,Budget,Quick Bites,296,3.6,765,59,True,20,True
R00205,Restaurant_205,Lucknow,Gomti Nagar,Biryani,Mid-Range,Casual Dining,430,3.6,128,66,False,0,True
R00206,Restaurant_206,Pune,Koramangala,"Italian, Desserts, South Indian",Budget,Cloud Kitchen,177,4.3,125,66,True,20,True
R00207,Restaurant_207,Pune,Connaught Place,"Chinese, Thai, Italian",Mid-Range,Casual Dining,458,3.8,627,32,True,0,True
R00208,Restaurant_208,Mumbai,Jubilee Hills,"Fast Food, Desserts, North Indian",Budget,Casual Dining,164,3.7,693,25,False,20,True
R00209,Restaurant_209,Ahmedabad,Salt Lake,"Thai, Mexican, North Indian",Budget,Cafe,202,4.1,378,24,False,10,True
R00210,Restaurant_210,Pune,Connaught Place,"Thai, Chinese",Mid-Range,Casual Dining,777,3.6,160,29,False,10,True
R00211,Restaurant_211,Lucknow,Bandra,"Continental, South Indian, Biryani",Mid-Range,Cloud Kitchen,592,3.5,2319,22,False,0,True
R00212,Restaurant_212,Mumbai,Salt Lake,"Continental, Italian, North Indian",Mid-Range,Cafe,636,4.1,291,29,False,0,True
R00213,Restaurant_213,Jaipur,Gomti Nagar,Fast Food,Premium,Dhaba,1057,4.0,25,30,False,0,False
R00214,Restaurant_214,Chennai,Koramangala,Biryani,Mid-Range,Cloud Kitchen,766,4.1,25,31,False,0,True
R00215,Restaurant_215,Ahmedabad,Kothrud,Fast Food,Budget,Casual Dining,170,3.8,331,66,False,0,True
R00216,Restaurant_216,Kolkata,Malviya Nagar,Chinese,Premium,Fine Dining,1452,4.5,141,48,True,10,True
